# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct 31 13:32:08 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassjstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_dist:        Distance [pc]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_name,pl_discmethod,pl_bmassj,pl_radj,st_dist,rowupdate,pl_facility
3412,Kepler-79 e,Transit,0.01300,0.311,1051.43,2016-03-10,Kepler
3423,Kepler-8 b,Transit,0.59000,1.416,1052.90,2015-10-15,Kepler
3424,Kepler-80 b,Transit,0.02180,0.238,357.00,2016-08-04,Kepler
3425,Kepler-80 c,Transit,0.02121,0.244,357.00,2016-08-04,Kepler
3426,Kepler-80 d,Transit,0.02124,0.136,357.00,2016-08-04,Kepler
3427,Kepler-80 e,Transit,0.01299,0.143,357.00,2016-08-04,Kepler
3454,Kepler-82 b,Transit,0.03823,0.363,927.97,2019-07-25,Kepler
3455,Kepler-82 c,Transit,0.04373,0.476,927.97,2019-07-25,Kepler
3458,Kepler-82 f,Transit Timing Variations,0.06576,,927.97,2019-07-25,KOINet
3522,Kepler-87 b,Transit,1.02000,1.204,1277.88,2014-05-14,Kepler
3523,Kepler-87 c,Transit,0.02000,0.548,1277.88,2014-05-14,Kepler
3555,Kepler-9 b,Transit,0.13655,0.740,614.00,2019-07-11,Kepler
3556,Kepler-9 c,Transit,0.09408,0.721,614.00,2019-07-11,Kepler
3570,Kepler-91 b,Transit,0.81000,1.367,1344.56,2015-10-15,Kepler
3581,Kepler-92 b,Transit,0.20200,0.313,484.62,2014-05-14,Kepler
3582,Kepler-92 c,Transit,0.01900,0.232,484.62,2014-05-14,Kepler
3595,Kepler-93 b,Transit,0.01000,0.140,96.18,2018-04-26,Kepler
3596,Kepler-93 c,Radial Velocity,3.00000,,96.18,2014-05-14,W. M. Keck Observatory
3608,Kepler-94 b,Transit,0.03400,0.313,192.97,2014-05-14,Kepler
3609,Kepler-94 c,Radial Velocity,9.83600,,192.97,2014-05-14,W. M. Keck Observatory
3620,Kepler-95 b,Transit,0.04100,0.305,451.38,2014-05-14,Kepler
3632,Kepler-96 b,Transit,0.02700,0.238,123.32,2014-05-14,Kepler
3646,Kepler-97 b,Transit,0.01100,0.132,405.58,2014-05-14,Kepler
3647,Kepler-97 c,Radial Velocity,1.08000,,405.58,2014-05-14,W. M. Keck Observatory
3658,Kepler-98 b,Transit,0.01100,0.178,353.87,2014-05-14,Kepler
3669,Kepler-99 b,Transit,0.01900,0.132,209.63,2014-05-14,Kepler
3684,LHS 1140 b,Transit,0.02196,0.154,14.99,2018-12-06,MEarth Project
3685,LHS 1140 c,Transit,0.00569,0.114,14.99,2018-12-06,Multiple Observatories
3687,LSPM J2116+0234 b,Radial Velocity,0.04185,,17.64,2019-06-13,Calar Alto Observatory
3688,LTT 1445 A b,Transit,0.00692,0.123,6.87,2019-08-15,Transiting Exoplanet Survey Satellite (TESS)
3691,Lupus-TR-3 b,Transit,0.81000,0.890,2000.00,2014-05-14,Multiple Observatories
3692,MASCARA-1 b,Transit,3.70000,1.500,188.70,2017-11-02,Multiple Observatories
3693,MOA-2007-BLG-192L b,Microlensing,0.01000,,1000.00,2014-10-29,MOA
3694,MOA-2007-BLG-400L b,Microlensing,0.83000,,5800.00,2014-10-29,MOA
3695,MOA-2008-BLG-310L b,Microlensing,0.07362,,7700.00,2017-08-03,MOA
3696,MOA-2008-BLG-379L b,Microlensing,4.10000,,3300.00,2014-10-29,MOA
3697,MOA-2009-BLG-266L b,Microlensing,0.03300,,3040.00,2014-10-29,MOA
3698,MOA-2009-BLG-319L b,Microlensing,0.16000,,6100.00,2014-10-29,MOA
3699,MOA-2009-BLG-387L b,Microlensing,2.56000,,5690.00,2015-06-04,MOA
3700,MOA-2010-BLG-073L b,Microlensing,11.00000,,2800.00,2014-05-14,MOA
3701,MOA-2010-BLG-117L b,Microlensing,0.54000,,3500.00,2018-04-05,MOA
3702,MOA-2010-BLG-328L b,Microlensing,0.02895,,810.00,2015-06-04,MOA
3703,MOA-2010-BLG-353L b,Microlensing,0.27000,,6430.00,2016-06-09,MOA
3704,MOA-2010-BLG-477L b,Microlensing,1.50000,,2300.00,2014-10-29,MOA
3705,MOA-2011-BLG-028L b,Microlensing,0.09439,,7380.00,2016-03-24,MOA
3706,MOA-2011-BLG-262L b,Microlensing,0.05663,,7000.00,2015-06-04,MOA
3707,MOA-2011-BLG-291L b,Microlensing,0.05663,,4400.00,2018-11-29,MOA
3708,MOA-2011-BLG-293L b,Microlensing,4.80000,,7720.00,2014-05-14,MOA
3709,MOA-2011-BLG-322L b,Microlensing,11.60000,,7560.00,2014-05-14,MOA
3710,MOA-2012-BLG-006L b,Microlensing,8.40000,,5300.00,2017-09-15,Multiple Observatories
3711,MOA-2012-BLG-505L b,Microlensing,0.02108,,7210.00,2017-06-22,MOA
3712,MOA-2013-BLG-605L b,Microlensing,0.01007,,,2016-05-19,MOA
3713,MOA-2015-BLG-337L b,Microlensing,0.10603,,7100.00,2018-11-08,MOA
3714,MOA-2016-BLG-227L b,Microlensing,2.80000,,6500.00,2017-05-18,MOA
3715,MOA-2016-BLG-319L b,Microlensing,0.62000,,6800.00,2018-11-29,MOA
3716,MOA-bin-1L b,Microlensing,3.70000,,5100.00,2014-05-14,MOA
3717,MXB 1658-298 b,Eclipse Timing Variations,23.70000,,,2017-07-27,Multiple Observatories
3718,NGC 2682 Sand 364 b,Radial Velocity,6.69000,,837.03,2018-09-06,Multiple Observatories
3719,NGC 2682 Sand 978 b,Radial Velocity,2.18000,,842.01,2017-03-30,Multiple Observatories
3720,NGC 2682 YBP 1194 b,Radial Velocity,0.32000,,895.73,2016-07-07,Multiple Observatories
3721,NGC 2682 YBP 1514 b,Radial Velocity,0.40000,,939.38,2016-07-07,Multiple Observatories
3722,NGC 2682 YBP 401 b,Radial Velocity,0.46000,,851.36,2016-07-07,La Silla Observatory
3723,NGTS-1 b,Transit,0.81200,1.330,224.00,2017-11-09,Paranal Observatory
3724,NGTS-2 b,Transit,0.74000,1.595,360.30,2018-10-04,Paranal Observatory
3725,NGTS-3 A b,Transit,2.38000,1.480,1010.00,2018-05-31,Paranal Observatory
3726,NGTS-4 b,Transit,0.06481,0.284,282.60,2019-05-16,Paranal Observatory
3727,NGTS-5 b,Transit,0.22900,1.136,309.50,2019-05-16,Paranal Observatory
3728,NGTS-6 b,Transit,1.33900,1.326,311.03,2019-09-26,Paranal Observatory
3729,NN Ser c,Eclipse Timing Variations,7.33000,,500.00,2014-05-14,Multiple Observatories
3730,NN Ser d,Eclipse Timing Variations,2.30000,,500.00,2014-05-14,Multiple Observatories
3731,NSVS 14256825 b,Eclipse Timing Variations,14.15000,,838.31,2019-06-13,Multiple Observatories
3732,NY Vir b,Eclipse Timing Variations,2.66000,,551.99,2019-10-24,Multiple Observatories
3733,NY Vir c,Eclipse Timing Variations,5.54000,,551.99,2019-10-24,Winer Observatory
3734,OGLE-2003-BLG-235L b,Microlensing,2.60000,,5800.00,2016-02-25,OGLE
3735,OGLE-2005-BLG-071L b,Microlensing,3.80000,,3200.00,2014-10-29,OGLE
3736,OGLE-2005-BLG-169L b,Microlensing,0.04436,,4100.00,2015-11-19,OGLE
3737,OGLE-2005-BLG-390L b,Microlensing,0.01700,,6600.00,2014-10-29,OGLE
3738,OGLE-2006-BLG-109L b,Microlensing,0.73000,,1510.00,2014-11-05,OGLE
3739,OGLE-2006-BLG-109L c,Microlensing,0.27000,,1510.00,2014-11-05,OGLE
3740,OGLE-2007-BLG-349L AB c,Microlensing,0.25171,,2760.00,2016-09-29,OGLE
3741,OGLE-2007-BLG-368L b,Microlensing,0.06000,,5900.00,2014-11-05,OGLE
3742,OGLE-2008-BLG-092L b,Microlensing,0.18000,,8100.00,2014-10-29,OGLE
3743,OGLE-2008-BLG-355L b,Microlensing,4.60000,,6800.00,2014-06-11,OGLE
3744,OGLE-2011-BLG-0173L b,Microlensing,0.19000,,6100.00,2018-10-26,OGLE
3745,OGLE-2011-BLG-0251L b,Microlensing,0.53000,,2570.00,2014-05-14,OGLE
3746,OGLE-2011-BLG-0265L b,Microlensing,0.88000,,4380.00,2015-03-05,OGLE
3747,OGLE-2012-BLG-0026L b,Microlensing,0.14500,,4019.00,2016-07-07,OGLE
3748,OGLE-2012-BLG-0026L c,Microlensing,0.86000,,4019.00,2016-07-07,OGLE
3749,OGLE-2012-BLG-0358L b,Microlensing,1.85000,,1760.00,2014-05-14,OGLE
3750,OGLE-2012-BLG-0406L b,Microlensing,2.73000,,4970.00,2014-05-14,OGLE
3751,OGLE-2012-BLG-0563L b,Microlensing,0.39000,,1300.00,2015-08-13,OGLE
3752,OGLE-2012-BLG-0724L b,Microlensing,0.47000,,6700.00,2016-04-28,OGLE
3753,OGLE-2012-BLG-0950L b,Microlensing,0.11012,,3000.00,2016-11-03,OGLE
3754,OGLE-2013-BLG-0102L b,Microlensing,12.56900,,3040.00,2015-01-29,OGLE
3755,OGLE-2013-BLG-0132L b,Microlensing,0.29000,,3900.00,2017-10-26,OGLE
3756,OGLE-2013-BLG-0341L B b,Microlensing,0.00730,,1161.00,2014-07-09,OGLE
3757,OGLE-2013-BLG-1721L b,Microlensing,0.64000,,6300.00,2017-10-26,OGLE
3758,OGLE-2013-BLG-1761L b,Microlensing,2.70000,,6900.00,2018-11-01,OGLE
3759,OGLE-2014-BLG-0124L b,Microlensing,0.51000,,4100.00,2015-02-12,OGLE
3760,OGLE-2014-BLG-0676L b,Microlensing,3.09000,,2220.00,2016-12-21,OGLE
3761,OGLE-2014-BLG-1722L b,Microlensing,0.17399,,6400.00,2018-06-21,OGLE
3762,OGLE-2014-BLG-1722L c,Microlensing,0.26335,,6400.00,2018-06-21,OGLE
3763,OGLE-2014-BLG-1760L b,Microlensing,0.56000,,6860.00,2016-11-10,OGLE
3764,OGLE-2015-BLG-0051L b,Microlensing,0.72000,,8200.00,2016-10-06,OGLE
3765,OGLE-2015-BLG-0954L b,Microlensing,3.40000,,600.00,2018-11-01,KMTNet
3766,OGLE-2015-BLG-0966L b,Microlensing,0.06607,,2500.00,2016-03-17,OGLE
3767,OGLE-2015-BLG-1649L b,Microlensing,2.54000,,4230.00,2019-10-24,OGLE
3768,OGLE-2015-BLG-1670L b,Microlensing,0.05632,,6700.00,2019-07-11,OGLE
3769,OGLE-2016-BLG-0263L b,Microlensing,4.10000,,6500.00,2017-09-28,OGLE
3770,OGLE-2016-BLG-0613L AB b,Microlensing,4.18000,,3410.00,2017-11-30,OGLE
3771,OGLE-2016-BLG-1067L b,Microlensing,0.43000,,3730.00,2019-09-12,OGLE
3772,OGLE-2016-BLG-1190L b,Microlensing,13.38000,,6770.00,2017-11-30,OGLE
3773,OGLE-2016-BLG-1195L b,Microlensing,0.00450,,3910.00,2017-05-10,OGLE
3774,OGLE-2017-BLG-0173L b,Microlensing,0.01029,,4705.00,2018-03-26,OGLE
3775,OGLE-2017-BLG-0373L b,Microlensing,0.40100,,5915.00,2018-04-26,OGLE
3776,OGLE-2017-BLG-0482L b,Microlensing,0.02832,,5800.00,2018-06-21,OGLE
3777,OGLE-2017-BLG-1140L b,Microlensing,1.59000,,,2018-06-21,OGLE
3778,OGLE-2017-BLG-1434L b,Microlensing,0.01400,,860.00,2018-05-10,OGLE
3779,OGLE-2017-BLG-1522L b,Microlensing,0.75000,,,2018-04-12,OGLE
3780,OGLE-2018-BLG-0596L b,Microlensing,0.04383,,5650.00,2019-07-11,OGLE
3781,OGLE-2018-BLG-0740L b,Microlensing,4.80000,,3200.00,2019-09-12,OGLE
3782,OGLE-2018-BLG-1011L b,Microlensing,1.80000,,7100.00,2019-09-12,OGLE
3783,OGLE-2018-BLG-1011L c,Microlensing,2.80000,,7100.00,2019-09-12,OGLE
3784,OGLE-TR-056 b,Transit,1.39000,1.363,282.84,2014-05-14,OGLE
3785,OGLE-TR-10 b,Transit,0.62000,1.250,1386.23,2014-05-14,OGLE
3787,OGLE-TR-113 b,Transit,1.26000,1.093,600.00,2014-05-14,OGLE
3788,OGLE-TR-132 b,Transit,1.18000,1.200,2500.00,2014-10-29,OGLE
3789,OGLE-TR-182 b,Transit,1.01000,1.130,2669.56,2014-05-14,OGLE
3790,OGLE-TR-211 b,Transit,1.03000,1.360,1574.54,2014-05-14,OGLE
3791,OGLE2-TR-L9 b,Transit,4.50000,1.610,1704.36,2014-05-14,OGLE
3792,Oph 11 b,Imaging,14.00000,,125.00,2016-03-10,Gemini Observatory
3793,PDS 70 b,Imaging,8.00000,1.300,113.43,2019-03-05,Paranal Observatory
3794,PDS 70 c,Imaging,10.48949,,113.43,2019-06-13,European Southern Observatory
3795,PH1 b,Transit,0.53100,0.551,1000.00,2014-05-14,Kepler
3797,POTS-1 b,Transit,2.31000,0.941,1200.00,2014-05-14,La Silla Observatory
3798,PSR B1257+12 b,Pulsar Timing,0.00006,,600.00,2018-12-06,Arecibo Observatory
3799,PSR B1257+12 c,Pulsar Timing,0.01353,,600.00,2018-12-06,Arecibo Observatory
3800,PSR B1257+12 d,Pulsar Timing,0.01227,,600.00,2018-12-06,Arecibo Observatory
3801,PSR B1620-26 b,Pulsar Timing,2.50000,,,2015-04-30,Hubble Space Telescope
3802,PSR J1719-1438 b,Pulsar Timing,1.20000,,1200.00,2014-05-14,Parkes Observatory
3803,PSR J2322-2650 b,Pulsar Timing,0.79490,,230.00,2017-12-21,Parkes Observatory
3804,Pr0201 b,Radial Velocity,0.54000,,181.54,2018-09-06,Fred Lawrence Whipple Observatory
3805,Pr0211 b,Radial Velocity,1.88000,,183.68,2016-02-11,Fred Lawrence Whipple Observatory
3806,Pr0211 c,Radial Velocity,7.79000,,183.68,2016-02-11,Roque de los Muchachos Observatory
3807,Proxima Cen b,Radial Velocity,0.00400,,1.30,2016-08-25,European Southern Observatory
3808,Qatar-1 b,Transit,1.29400,1.143,186.61,2016-09-15,Qatar
3809,Qatar-10 b,Transit,0.73600,1.543,539.00,2019-05-02,Qatar
3810,Qatar-2 b,Transit,2.49400,1.254,182.32,2014-11-05,Qatar
3811,Qatar-3 b,Transit,4.31000,1.096,750.99,2017-04-27,Qatar
3812,Qatar-4 b,Transit,6.10000,1.135,332.17,2017-04-27,Qatar
3813,Qatar-5 b,Transit,4.32000,1.107,371.39,2017-04-27,Qatar
3814,Qatar-7 b,Transit,1.88000,1.700,725.00,2019-03-28,Qatar
3815,Qatar-8 b,Transit,0.37100,1.285,276.70,2019-05-02,Qatar
3816,Qatar-9 b,Transit,1.19000,1.009,211.40,2019-05-02,Qatar
3817,ROXs 12 b,Imaging,16.00000,,120.00,2014-05-14,W. M. Keck Observatory
3818,ROXs 42 B b,Imaging,9.00000,,135.00,2014-05-14,Multiple Observatories
3819,RR Cae b,Eclipse Timing Variations,4.20000,,21.20,2015-08-27,Leoncito Astronomical Complex
3820,Ross 128 b,Radial Velocity,0.00440,,3.38,2017-11-17,La Silla Observatory
3821,Ross 458 c,Imaging,6.28536,1.220,11.51,2014-05-14,Las Campanas Observatory
3822,SR 12 AB c,Imaging,13.00000,,112.32,2014-05-14,Infrared Survey Facility
3823,SWEEPS-11 b,Transit,9.70000,1.130,8500.00,2014-05-14,Hubble Space Telescope
3824,SWEEPS-4 b,Transit,3.80000,0.810,8500.00,2014-05-14,Hubble Space Telescope
3825,TAP 26 b,Radial Velocity,1.66000,,147.00,2017-02-02,Multiple Facilities
3826,TCP J05074264+2447555 b,Microlensing,0.02895,,380.00,2018-03-01,Multiple Observatories
3827,TOI 150.01,Transit,1.75000,1.380,336.00,2019-06-13,Transiting Exoplanet Survey Satellite (TESS)
3828,TOI 172 b,Transit,5.42000,0.965,336.47,2019-03-28,Transiting Exoplanet Survey Satellite (TESS)
3829,TOI 216.01,Transit,0.62927,1.007,178.84,2019-05-09,Transiting Exoplanet Survey Satellite (TESS)
3830,TOI 216.02,Transit,0.09439,0.686,178.84,2019-05-09,Transiting Exoplanet Survey Satellite (TESS)
3834,TRAPPIST-1 b,Transit,0.00267,0.097,12.43,2017-02-22,La Silla Observatory
3835,TRAPPIST-1 c,Transit,0.00434,0.094,12.43,2017-02-22,La Silla Observatory
3836,TRAPPIST-1 d,Transit,0.00129,0.069,12.43,2017-02-22,La Silla Observatory
3837,TRAPPIST-1 e,Transit,0.00195,0.082,12.43,2017-02-22,Multiple Observatories
3838,TRAPPIST-1 f,Transit,0.00214,0.093,12.43,2017-02-22,Multiple Observatories
3839,TRAPPIST-1 g,Transit,0.00422,0.101,12.43,2017-02-22,Multiple Observatories
3841,TYC 1422-614-1 b,Radial Velocity,2.50000,,759.00,2014-10-29,Multiple Observatories
3842,TYC 1422-614-1 c,Radial Velocity,10.00000,,759.00,2014-10-29,Multiple Observatories
3843,TYC 3318-01333-1 b,Radial Velocity,3.42000,,497.41,2018-01-25,Multiple Observatories
3844,TYC 3667-1280-1 b,Radial Velocity,5.40000,,481.00,2016-03-31,McDonald Observatory
3845,TYC 4282-00605-1 b,Radial Velocity,10.78000,,700.00,2017-06-29,Roque de los Muchachos Observatory
3846,Teegarden's Star b,Radial Velocity,0.00330,,3.83,2019-06-27,Calar Alto Observatory
3847,Teegarden's Star c,Radial Velocity,0.00349,,3.83,2019-06-27,Calar Alto Observatory
3848,TrES-1 b,Transit,0.84000,1.130,160.39,2018-04-26,TrES
3849,TrES-2 b,Transit,1.49000,1.360,216.66,2018-04-26,TrES
3850,TrES-3 b,Transit,1.91000,1.336,228.00,2014-05-14,TrES
3851,TrES-4 b,Transit,0.78000,1.610,523.70,2018-04-26,TrES
3852,TrES-5 b,Transit,1.79000,1.194,364.10,2015-04-16,TrES
3853,UKIRT-2017-BLG-001L b,Microlensing,1.28000,,6300.00,2018-03-26,Mauna Kea Observatory
3854,USco CTIO 108 b,Imaging,14.00000,,144.29,2015-05-14,Teide Observatory
3855,UZ For b,Eclipse Timing Variations,6.30000,,239.60,2014-05-14,Multiple Observatories
3856,UZ For c,Eclipse Timing Variations,7.70000,,239.60,2014-05-14,Multiple Observatories
3857,V0391 Peg b,Pulsation Timing Variations,3.20000,,1400.00,2015-05-14,Multiple Observatories
3862,V830 Tau b,Radial Velocity,0.70000,,150.00,2016-12-01,Multiple Observatories
3863,VHS J125601.92-125723.9 b,Imaging,11.20000,,12.70,2015-05-14,Paranal Observatory
3864,WASP-1 b,Transit,0.85400,1.483,397.29,2014-05-14,SuperWASP
3865,WASP-10 b,Transit,3.15000,1.080,141.57,2014-05-14,SuperWASP
3866,WASP-100 b,Transit,1.26000,1.330,368.28,2018-04-26,SuperWASP
3867,WASP-101 b,Transit,0.51000,1.430,202.39,2018-04-26,SuperWASP
3868,WASP-103 b,Transit,1.49000,1.528,470.00,2014-05-14,SuperWASP
3869,WASP-104 b,Transit,1.27200,1.137,143.00,2014-09-25,SuperWASP
3870,WASP-105 b,Transit,1.80000,0.960,252.52,2017-08-17,SuperWASP-South
3871,WASP-106 b,Transit,1.62000,1.020,355.69,2018-04-26,SuperWASP
3872,WASP-107 b,Transit,0.12000,0.940,64.86,2017-08-17,SuperWASP-South
3873,WASP-11 b,Transit,0.79000,1.110,125.12,2018-04-26,SuperWASP
3874,WASP-113 b,Transit,0.47500,1.409,360.00,2016-07-18,SuperWASP-North
3875,WASP-114 b,Transit,1.76900,1.339,460.00,2016-07-18,SuperWASP-North
3876,WASP-117 b,Transit,0.30000,1.060,158.69,2018-04-26,SuperWASP
3877,WASP-118 b,Transit,0.51400,1.440,380.53,2016-09-08,SuperWASP
3878,WASP-119 b,Transit,1.23000,1.400,333.00,2016-05-05,SuperWASP-South
3879,WASP-12 b,Transit,1.46500,1.937,432.48,2019-07-11,SuperWASP
3880,WASP-120 b,Transit,4.85000,1.473,437.00,2016-06-03,SuperWASP
3881,WASP-121 b,Transit,1.18300,1.865,270.00,2016-06-23,SuperWASP
3882,WASP-123 b,Transit,0.89900,1.318,214.00,2016-06-03,SuperWASP
3883,WASP-124 b,Transit,0.60000,1.240,433.00,2016-05-05,SuperWASP-South
3884,WASP-126 b,Transit,0.28000,0.960,234.00,2016-05-05,SuperWASP-South
3885,WASP-127 b,Transit,0.18000,1.370,102.00,2016-12-01,SuperWASP
3886,WASP-129 b,Transit,1.00000,0.930,246.00,2016-05-05,SuperWASP-South
3887,WASP-13 b,Transit,0.36000,1.220,228.99,2018-04-26,SuperWASP
3888,WASP-130 b,Transit,1.23000,0.890,180.00,2016-12-01,SuperWASP-South
3889,WASP-131 b,Transit,0.27000,1.220,250.00,2016-12-01,SuperWASP-South
3890,WASP-132 b,Transit,0.41000,0.870,120.00,2016-12-01,SuperWASP-South
3891,WASP-133 b,Transit,1.16000,1.210,547.00,2016-05-05,SuperWASP-South
3892,WASP-135 b,Transit,1.90000,1.300,300.00,2015-12-03,SuperWASP
3893,WASP-136 b,Transit,1.51000,1.380,164.00,2016-12-01,SuperWASP
3894,WASP-138 b,Transit,1.22000,1.090,308.00,2016-12-01,SuperWASP
3895,WASP-139 b,Transit,0.11700,0.800,230.00,2016-12-01,SuperWASP-South
3896,WASP-14 b,Transit,8.84000,1.380,162.75,2018-04-26,SuperWASP
3897,WASP-140 b,Transit,2.44000,1.440,180.00,2016-12-01,SuperWASP-South
3898,WASP-141 b,Transit,2.69000,1.210,570.00,2016-12-01,SuperWASP-South
3899,WASP-142 b,Transit,0.84000,1.530,840.00,2016-12-01,SuperWASP-South
3900,WASP-144 b,Transit,0.44000,0.850,358.72,2018-10-26,SuperWASP-South
3901,WASP-145 A b,Transit,0.89000,0.900,91.54,2018-10-26,SuperWASP-South
3902,WASP-147 b,Transit,0.27500,1.115,426.00,2018-11-01,SuperWASP-South
3903,WASP-15 b,Transit,0.54000,1.410,284.35,2018-04-26,SuperWASP
3904,WASP-151 b,Transit,0.31000,1.130,458.91,2017-10-26,SuperWASP-South
3905,WASP-153 b,Transit,0.39000,1.550,430.00,2017-10-26,SuperWASP
3906,WASP-156 b,Transit,0.12800,0.510,140.00,2017-10-26,SuperWASP
3908,WASP-158 b,Transit,2.79000,1.070,532.92,2018-10-26,SuperWASP-South
3909,WASP-159 b,Transit,0.55000,1.380,730.50,2018-10-26,SuperWASP-South
3910,WASP-16 b,Transit,1.24000,1.220,195.20,2018-04-26,SuperWASP
3911,WASP-160 B b,Transit,0.27800,1.090,284.00,2018-11-01,SuperWASP-South
3912,WASP-161 b,Transit,2.49000,1.143,346.46,2018-12-13,SuperWASP-South
3913,WASP-162 b,Transit,5.20000,1.000,313.60,2018-10-26,SuperWASP-South
3914,WASP-163 b,Transit,1.87000,1.202,263.29,2018-12-13,SuperWASP-South
3915,WASP-164 b,Transit,2.13000,1.128,322.00,2018-11-01,SuperWASP-South
3916,WASP-165 b,Transit,0.65800,1.260,583.00,2018-11-01,SuperWASP-South
3917,WASP-166 b,Transit,0.10100,0.630,113.00,2019-07-25,WASP-South
3918,WASP-167 b,Transit,8.00000,1.580,381.00,2017-07-27,Multiple Observatories
3919,WASP-168 b,Transit,0.42000,1.500,306.63,2018-10-26,SuperWASP-South
3920,WASP-169 b,Transit,0.56100,1.304,638.38,2019-09-12,WASP-South
3921,WASP-17 b,Transit,0.78000,1.870,410.41,2018-04-26,SuperWASP
3922,WASP-170 b,Transit,1.60000,1.096,308.27,2018-12-13,SuperWASP-South
3923,WASP-171 b,Transit,1.08400,0.980,774.33,2019-09-12,WASP-South
3924,WASP-172 b,Transit,0.47000,1.570,546.02,2018-10-26,SuperWASP-South
3925,WASP-173 A b,Transit,3.69000,1.200,234.54,2018-10-26,SuperWASP-South
3926,WASP-174 b,Transit,1.30000,1.300,414.69,2018-08-23,SuperWASP-South
3927,WASP-175 b,Transit,0.99000,1.208,638.38,2019-09-12,WASP-South
3928,WASP-177 b,Transit,0.50800,1.580,178.00,2019-04-18,SuperWASP
3929,WASP-178 b,Transit,1.66000,1.810,418.00,2019-10-10,WASP-South
3930,WASP-18 b,Transit,10.40000,1.191,123.92,2019-09-26,SuperWASP
3931,WASP-180 A b,Transit,0.90000,1.240,255.80,2019-09-26,SuperWASP
3932,WASP-181 b,Transit,0.29900,1.184,443.00,2019-04-18,SuperWASP
3933,WASP-182 b,Transit,0.14800,0.850,330.64,2019-09-12,WASP-South
3934,WASP-183 b,Transit,0.50200,1.470,328.00,2019-04-18,SuperWASP
3935,WASP-184 b,Transit,0.57000,1.330,640.00,2019-10-10,WASP-South
3936,WASP-185 b,Transit,0.98000,1.250,275.00,2019-10-10,WASP-South
3937,WASP-19 b,Transit,1.06900,1.392,270.41,2016-08-18,SuperWASP
3938,WASP-190 b,Transit,1.00000,1.150,550.76,2019-03-05,WASP-South
3939,WASP-192 b,Transit,2.30000,1.230,495.00,2019-10-10,WASP-South
3940,WASP-2 b,Transit,0.93100,1.081,153.89,2019-09-26,SuperWASP
3941,WASP-20 b,Transit,0.31100,1.462,210.00,2015-03-05,SuperWASP
3942,WASP-21 b,Transit,0.30000,1.070,260.33,2014-05-14,SuperWASP
3943,WASP-22 b,Transit,0.67000,1.230,320.50,2018-04-26,SuperWASP
3944,WASP-23 b,Transit,0.88400,0.962,208.74,2014-05-14,SuperWASP
3945,WASP-24 b,Transit,1.24000,1.380,325.05,2018-04-26,SuperWASP
3946,WASP-25 b,Transit,0.44000,1.070,212.70,2018-04-26,SuperWASP
3947,WASP-26 b,Transit,0.85000,1.210,254.51,2018-04-26,SuperWASP
3948,WASP-28 b,Transit,0.90700,1.213,410.00,2015-03-05,SuperWASP
3949,WASP-29 b,Transit,0.23000,0.770,87.82,2018-04-26,SuperWASP
3950,WASP-3 b,Transit,2.43000,1.420,232.70,2019-04-04,SuperWASP
3951,WASP-31 b,Transit,0.47800,1.549,360.00,2014-05-14,SuperWASP
3952,WASP-32 b,Transit,2.63000,0.960,278.17,2018-04-26,SuperWASP
3953,WASP-33 b,Transit,2.09300,1.593,122.36,2019-07-11,SuperWASP
3954,WASP-34 b,Transit,0.56000,1.000,132.59,2018-04-26,SuperWASP
3955,WASP-35 b,Transit,0.71000,1.300,203.39,2018-04-26,SuperWASP
3956,WASP-36 b,Transit,2.36100,1.327,390.64,2016-04-07,SuperWASP
3957,WASP-37 b,Transit,1.80000,1.160,343.00,2014-05-14,SuperWASP
3958,WASP-38 b,Transit,3.44000,1.230,136.77,2018-04-26,SuperWASP
3959,WASP-39 b,Transit,0.28000,1.270,230.00,2014-05-14,SuperWASP
3960,WASP-4 b,Transit,1.18600,1.321,269.21,2019-08-15,SuperWASP
3961,WASP-41 b,Transit,0.85000,1.100,164.14,2018-04-26,SuperWASP
3962,WASP-41 c,Radial Velocity,3.18000,,164.14,2015-10-15,La Silla Observatory
3963,WASP-42 b,Transit,0.52700,1.122,178.19,2016-02-25,SuperWASP
3964,WASP-43 b,Transit,1.78000,0.930,80.00,2014-05-14,SuperWASP
3965,WASP-44 b,Transit,0.87000,1.100,368.31,2019-09-26,SuperWASP
3966,WASP-45 b,Transit,0.96400,0.946,212.48,2019-09-26,SuperWASP
3967,WASP-46 b,Transit,1.91000,1.174,379.36,2015-12-03,SuperWASP
3968,WASP-47 b,Transit,1.14243,1.127,266.69,2018-06-21,SuperWASP
3969,WASP-47 c,Radial Velocity,1.25287,,266.69,2018-06-21,La Silla Observatory
3970,WASP-47 d,Transit,0.04122,0.319,266.69,2018-06-21,K2
3971,WASP-47 e,Transit,0.02149,0.161,266.69,2018-06-21,K2
3972,WASP-48 b,Transit,0.80000,1.500,460.14,2018-04-26,SuperWASP
